age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
42,Private,107563,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
26,Private,284078,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,2354,0,40,United-States
33,Private,31740,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
28,Private,82910,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
20,Private,190290,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,45,Canada
52,Private,98980,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States
32,Private,227282,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
43,Private,151809,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,30,United-States
45,Private,215620,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States
32,Private,158438,HS-grad,9,Divorced,Transport-moving,Own-child,White,Male,0,0,40,United-States
52,Private,254680,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,99,United-States
29,Private,74784,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,70,United-States
23,Private,298623,HS-grad,9,Never-married,Transport-moving,Own-child,Black,Male,0,0,40,United-States
48,Private,151584,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,46,United-States
58,Private,277203,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,38,United-States
42,Private,40151,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States
28,Private,107812,9th,5,Never-married,Transport-moving,Not-in-family,White,Male,6849,0,35,United-States
60,Private,162151,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States
54,Private,93605,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States
39,Private,93174,HS-grad,9,Divorced,Transport-moving,Own-child,White,Male,0,0,60,United-States
33,Private,89360,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,5178,0,55,United-States
74,Private,154347,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,10,United-States
34,Private,136331,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States
31,Private,193285,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States
38,Private,219757,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
31,Private,189759,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
21,Private,376416,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States
48,Private,168556,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States
39,Private,301614,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
55,Private,248841,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States
35,Private,147548,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States
26,Private,366889,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States
24,Private,47541,Masters,14,Never-married,Transport-moving,Not-in-family,White,Male,0,0,25,United-States
57,Private,259010,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,84,United-States
68,Private,322025,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,5,United-States
25,Private,147804,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States
31,Private,339738,HS-grad,9,Married-civ-spouse,Transport-moving,Other-relative,Black,Male,0,0,40,United-States
36,Private,178487,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,1669,40,United-States
39,Private,176900,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States
20,Private,313873,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,30,United-States
35,Private,129764,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States
22,Private,313817,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
61,Private,206339,10th,6,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States
40,Private,227466,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,50,United-States
52,Private,101113,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,66,United-States
43,Private,103759,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
56,Private,269681,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Female,0,0,35,United-States
44,Private,120277,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,45,United-States
54,Private,32454,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States
23,Private,115085,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,45,United-States
58,Private,82050,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States
56,Private,50490,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
30,Private,48520,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,43,United-States
58,Private,71283,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,38,United-States
64,Private,159715,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,10566,0,40,United-States
33,Private,164683,HS-grad,9,Never-married,Transport-moving,Own-child,White,Female,0,0,40,United-States
51,Private,256908,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
58,Private,117299,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
58,Private,187485,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,24,United-States
31,Private,270889,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States
29,Private,359155,HS-grad,9,Separated,Transport-moving,Unmarried,White,Female,0,0,30,United-States
32,Private,50753,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
37,Private,149898,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,50,United-States
35,Private,309131,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
42,Private,211940,Some-college,10,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,40,United-States
30,Private,264025,HS-grad,9,Separated,Transport-moving,Unmarried,Black,Male,1506,0,80,United-States
31,Private,164461,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,73,United-States
51,Private,153064,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,5013,0,40,United-States
19,Private,230238,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,46,United-States
29,Private,221366,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States
26,Private,206199,11th,7,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,40,United-States
47,Private,459189,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
51,Private,144284,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
40,Private,106501,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,2829,0,50,United-States
22,Private,200819,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
42,Private,138872,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,99,United-States
33,Private,255004,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,2354,0,61,United-States
39,Private,368586,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Female,0,0,37,Puerto-Rico
25,Private,193379,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States
46,Private,32825,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States
37,Private,285637,HS-grad,9,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,50,United-States
44,Private,76487,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
51,Private,173754,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
61,Private,27086,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States
46,Private,273796,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,65,United-States
54,Private,419712,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States
25,Private,49092,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
19,Private,111836,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,35,United-States
51,Private,91506,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,7688,0,40,United-States
35,Private,111377,HS-grad,9,Separated,Transport-moving,Not-in-family,White,Male,0,0,40,United-States
45,Private,79646,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,70,United-States
26,Private,395206,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States
42,Private,163985,HS-grad,9,Separated,Transport-moving,Not-in-family,White,Male,0,0,27,United-States
28,Private,360224,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
38,Private,193945,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States
53,Private,195904,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States
34,Private,191834,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
52,Private,24740,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1740,55,United-States
46,Private,144844,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,42,United-States
43,Private,187164,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
48,Private,168462,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
37,Private,319831,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States
20,Private,73679,HS-grad,9,Never-married,Transport-moving,Own-child,White,Female,0,0,35,United-States
50,Private,99316,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,50,United-States
55,Private,174353,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,35,United-States
63,Private,162772,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,35,United-States
53,Private,27166,HS-grad,9,Married-spouse-absent,Transport-moving,Not-in-family,White,Male,10520,0,40,United-States
90,Private,250832,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,2414,0,40,United-States
36,Private,73023,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,70,United-States
53,Private,448862,HS-grad,9,Never-married,Transport-moving,Unmarried,Black,Male,0,0,40,United-States
50,Private,123429,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
60,Private,215591,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
40,Private,69495,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
22,Private,278021,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States
25,Private,281209,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
40,Local-gov,99666,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States
45,Local-gov,168191,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
63,Private,697806,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States
18,Private,295607,10th,6,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States
35,Private,89622,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
43,Private,203233,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
42,Private,32627,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
65,Private,217661,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2246,40,United-States
61,Private,353031,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States
49,Private,316323,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,48,United-States
36,Private,52532,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
31,Private,48520,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,30,United-States
22,Private,199555,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,48,United-States
34,Private,83066,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States
36,Private,181705,Some-college,10,Separated,Transport-moving,Not-in-family,White,Male,0,0,40,United-States
33,Private,93056,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
63,Private,177063,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
42,Private,97688,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,7298,0,40,United-States
54,Private,85423,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
47,Private,29438,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,70,United-States
66,Private,48034,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,16,United-States
57,Private,104724,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
22,Private,54560,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States
59,Private,172667,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
51,Private,96062,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
81,Private,39667,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,20,United-States
45,Private,310260,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States
39,Private,271610,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States
56,Private,244580,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
28,Private,209301,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1848,40,United-States
22,Private,150683,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,20,United-States
35,Private,397877,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States
42,Private,36296,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States
31,Private,141410,Some-college,10,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,40,United-States
31,Private,113364,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
34,Private,130021,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,48,United-States
21,Private,203715,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States
69,Private,304838,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,28,United-States
46,Private,168069,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States
54,Private,230919,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,7688,0,60,United-States
37,Private,112264,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
57,Private,477867,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
29,Private,273884,HS-grad,9,Married-spouse-absent,Transport-moving,Own-child,White,Male,0,0,30,United-States
40,Private,224793,HS-grad,9,Never-married,Transport-moving,Own-child,Black,Male,0,1719,40,United-States
20,Private,510643,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States
24,Private,228649,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States
47,Private,274883,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,65,United-States
59,Private,217747,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States
38,Private,256864,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
32,Private,154981,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,65,United-States
53,Local-gov,231166,HS-grad,9,Separated,Transport-moving,Not-in-family,White,Male,0,0,40,United-States
32,Private,360761,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States
57,Private,82676,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,48,United-States
38,Private,35890,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
44,Private,201908,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,5013,0,40,United-States
55,Private,178282,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
58,Private,200316,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
41,Private,173307,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,43,United-States
51,Private,159015,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States
47,Private,172753,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,85,United-States
44,Private,138975,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,50,United-States
52,Private,311350,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,50,United-States
56,Private,182062,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,48,United-States
35,Private,169037,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,48,United-States
55,Private,172642,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
39,Private,360494,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States
38,Private,225399,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
31,Private,103596,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,65,United-States
40,Private,211938,10th,6,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States
40,Private,151504,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
36,Private,178322,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Male,0,0,40,United-States
45,Private,186410,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
45,Private,168195,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,42,United-States
42,Private,252392,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
31,Private,103642,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States
32,Private,29312,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
26,Private,331806,HS-grad,9,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,37,United-States
40,Private,284086,9th,5,Divorced,Transport-moving,Not-in-family,White,Male,0,0,30,United-States
29,Private,193932,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States
43,Private,177054,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States
23,Private,315476,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,30,United-States
44,Private,245317,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
27,Private,159676,HS-grad,9,Divorced,Transport-moving,Other-relative,White,Male,0,0,40,United-States
48,Private,82008,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
28,Private,103432,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,45,Portugal
41,Private,97279,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
46,Private,130667,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States
50,Local-gov,129311,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
26,Private,219199,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
42,Private,444134,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
39,Private,140854,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1902,60,United-States
18,Private,228592,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,18,United-States
34,Private,129775,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States
35,Private,141420,HS-grad,9,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,0,0,40,United-States
38,Private,414991,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
21,Private,143436,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States
28,Private,53271,HS-grad,9,Never-married,Transport-moving,Other-relative,White,Male,0,0,38,United-States
41,Private,137142,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,50,United-States
43,Private,395997,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States
53,Private,164198,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States
41,Private,242804,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
27,Private,148429,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States
34,Private,341239,HS-grad,9,Never-married,Transport-moving,Own-child,Black,Male,0,0,40,United-States
30,Private,83066,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,30,United-States
33,Private,186977,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Columbia
25,Private,36023,HS-grad,9,Married-spouse-absent,Transport-moving,Not-in-family,White,Male,0,0,55,United-States
66,Private,146810,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,24,United-States
44,Private,173682,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States
66,Private,86321,HS-grad,9,Widowed,Transport-moving,Not-in-family,White,Male,0,0,22,United-States
23,Private,271354,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1902,50,United-States
28,Private,134890,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States
40,Private,77391,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
39,Private,199816,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
50,Private,243322,HS-grad,9,Married-spouse-absent,Transport-moving,Not-in-family,White,Male,0,0,45,United-States
23,Private,216867,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States
33,Private,162572,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,60,United-States
52,Private,137815,9th,5,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States
35,Private,171393,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
35,Private,538583,11th,7,Separated,Transport-moving,Not-in-family,Black,Male,0,0,40,United-States
47,Local-gov,122206,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,20,United-States
27,Private,282313,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States
50,Private,185846,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,3103,0,40,United-States
52,Private,182907,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States
32,Private,233838,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,50,United-States
55,Private,323639,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,74,United-States
34,Private,121321,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
30,Private,284629,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
23,Private,172232,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
53,Private,156148,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States
28,Private,105422,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,50,United-States
53,Private,146325,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States
45,Private,90992,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,70,United-States
51,Private,202752,12th,8,Separated,Transport-moving,Not-in-family,Black,Male,0,0,40,United-States
41,Private,413365,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States
39,Private,433592,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,45,United-States
31,Private,369027,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,37,United-States
57,Private,34366,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
39,Private,115618,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
29,Private,189346,HS-grad,9,Never-married,Transport-moving,Unmarried,White,Male,0,0,40,United-States
19,Private,167428,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,30,United-States
25,Private,144516,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States
37,Private,390243,HS-grad,9,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,45,United-States
38,Private,99146,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,65,United-States
32,Private,208761,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,60,United-States
32,Local-gov,257849,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
57,Private,27459,HS-grad,9,Married-spouse-absent,Transport-moving,Not-in-family,White,Male,0,0,40,United-States
34,Private,200401,HS-grad,9,Separated,Transport-moving,Own-child,White,Male,0,0,25,Columbia
33,Private,56121,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,60,United-States
38,Private,288158,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
50,Private,91475,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
40,Private,226027,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,20,United-States
41,Private,106698,HS-grad,9,Widowed,Transport-moving,Not-in-family,White,Female,13550,0,60,United-States
31,Private,203488,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,50,United-States
32,Private,204663,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,45,United-States
41,Private,117585,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1977,50,United-States
39,Private,306504,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
34,Private,215124,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
